0, 0, 0, 0.207843, 0.207843, 0.207843, 0.14549, 0.14549, 0.14549, 22.6274, 0.207843, 0, 0, 0, 0.207843, 0.207843, 0.207843, 1, 0.6176471, 0.6176471, 0.6176471, 1, 0.87, 0.17
0, 0, 0, 0.4, 0.4, 0.4, 0.2, 0.2, 0.2, 256, 0.4, 0, 1, 0, 0.4, 0.4, 0.4, 1, 0.625, 0.625, 0.625, 1, 0.81, 0.1
0, 0, 0, 0.42, 0.192473, 0.0807058, 0.12, 0.0549924, 0.0230588, 256, 0, 0, 0, 0, 0.42, 0.192473, 0.0807058, 1, 0.2573529, 0.1380713, 0.07947665, 1, 0.71, 0.22
0, 0, 0, 0.8, 0.8, 0.8, 0.2, 0.2, 0.2, 256, 0, 0, 1, 0, 0.8, 0.8, 0.8, 1, 0.2, 0.2, 0.2, 1, 0.52, 0
0, 0, 0, 0.633726, 0.370967, 0.114319, 0.158431, 0.0927417, 0.0285798, 45.2548, 0.633726, 0, 0, 0, 0.633726, 0.370967, 0.114319, 1, 0.25, 0.1439881, 0.04044117, 1, 0.48, 0.15
0, 0, 0, 0.163137, 0.163137, 0.163137, 0.0407843, 0.0407843, 0.0407843, 256, 0.163137, 1, 0, 0, 0.163137, 0.163137, 0.163137, 1, 0.1985294, 0.1926903, 0.1926903, 1, 0.71, 0.2
0, 0, 0, 0.8, 0.8, 0.8, 0.2, 0.2, 0.2, 256, 0.8, 0, 0, 0, 0.8, 0.8, 0.8, 1, 0.6397059, 0.620891, 0.620891, 1, 0.77, 0.53
0, 0, 0, 0.268235, 0.261924, 0.261924, 0.0894118, 0.087308, 0.087308, 256, 0.268235, 0, 0, 0, 0.268235, 0.261924, 0.261924, 1, 0.1985294, 0.1985294, 0.1985294, 1, 0.76, 0.22
0, 0, 0, 0.7, 0.7, 0.7, 0.2, 0.2, 0.2, 256, 0, 0, 1, 0, 0.7, 0.7, 0.7, 1, 0.2, 0.2, 0.2, 1, 0.38, 0
0, 0, 0, 0.207843, 0.207843, 0.207843, 0.14549, 0.14549, 0.14549, 22.6274, 0.207843, 0, 0, 0, 0.207843, 0.207843, 0.207843, 1, 0.4191176, 0.4191176, 0.4191176, 1, 0.84, 0.29
0, 0, 0, 0.207843, 0.200555, 0.0839523, 0.14549, 0.140389, 0.0587666, 22.6274, 0.207843, 0, 0, 0, 0.207843, 0.200555, 0.0839523, 1, 0.2426471, 0.2333071, 0.08385596, 1, 0.76, 0.1
0, 0, 0, 0.6, 0.6, 0.6, 0.2, 0.2, 0.2, 256, 0, 1, 1, 0, 0.6, 0.6, 0.6, 1, 0.2, 0.2, 0.2, 1, 0.69, 0
0, 0, 0, 0.4, 0.4, 0.4, 0.2, 0.2, 0.2, 256, 0.4, 0, 1, 0, 0.4, 0.4, 0.4, 1, 0.25, 0.25, 0.25, 1, 0.79, 0.1
0, 0, 0, 0.213725, 0.213725, 0.213725, 0.0854902, 0.0854902, 0.0854902, 256, 0.213725, 0, 0, 0, 0.213725, 0.213725, 0.213725, 1, 0.1838235, 0.1838235, 0.1838235, 1, 0.73, 0.05
0, 0, 0, 0.108235, 0.108235, 0.108235, 0.0360784, 0.0360784, 0.0360784, 256, 0.108235, 0, 0, 0, 0.108235, 0.108235, 0.108235, 1, 0.1617647, 0.1593858, 0.1593858, 1, 0.86, 0.23
0, 0, 0, 0.7, 0.7, 0.7, 0.2, 0.2, 0.2, 256, 0, 0, 1, 0, 0.7, 0.7, 0.7, 1, 0.2, 0.2, 0.2, 1, 0.59, 0
0, 0, 0, 0.127451, 0.120801, 0.0839677, 0.0892157, 0.0845604, 0.0587774, 22.6274, 0.127451, 1, 0, 0, 0.127451, 0.120801, 0.0839677, 1, 0.3014706, 0.2855363, 0.1972859, 1, 0.74, 0.12
0, 0, 0, 0.0494118, 0.126275, 0.301961, 0.0141176, 0.0360784, 0.0862745, 256, 0.0494118, 0, 0, 0, 0.0494118, 0.126275, 0.301961, 1, 0.02205882, 0.06905373, 0.1764706, 1, 0.74, 0.57
0, 0, 0, 0.538039, 0.42075, 0.139257, 0.153725, 0.120214, 0.0397878, 256, 0.538039, 0, 0, 0, 0.538039, 0.42075, 0.139257, 1, 0.2279412, 0.1776599, 0.05698529, 1, 0.79, 0.35
0.588235, 0.588235, 0.588235, 1, 1, 1, 0.9, 0.9, 0.9, 4, 1, 1, 1, 0, 1, 1, 1, 1, 0.2, 0.2, 0.2, 1, 0, 0
0.960784, 0.698039, 0.0352941, 0.960784, 0.698039, 0.0352941, 0.9, 0.9, 0.9, 8, 0.960784, 1, 1, 0, 0.960784, 0.698039, 0.0352941, 1, 0.2, 0.2, 0.2, 1, 0.44, 0
0.588235, 0.588235, 0.588235, 1, 1, 1, 0.9, 0.9, 0.9, 4, 1, 1, 1, 0, 1, 1, 1, 1, 0.2, 0.2, 0.2, 1, 0, 0
0.588235, 0.588235, 0.588235, 1, 1, 1, 0.9, 0.9, 0.9, 4, 1, 1, 1, 0, 1, 1, 1, 1, 0.2, 0.2, 0.2, 1, 0, 0
0.588235, 0.588235, 0.588235, 1, 1, 1, 0.9, 0.9, 0.9, 4, 1, 1, 1, 0, 1, 1, 1, 1, 0.2, 0.2, 0.2, 1, 0, 0
0.588235, 0.588235, 0.588235, 1, 1, 1, 0.9, 0.9, 0.9, 4, 1, 1, 1, 0, 1, 1, 1, 1, 0.2, 0.2, 0.2, 1, 0, 0
0.847059, 0.623529, 0.172549, 0.847059, 0.623529, 0.172549, 0.9, 0.9, 0.9, 4, 0.847059, 1, 1, 0, 0.847059, 0.623529, 0.172549, 1, 0.2, 0.2, 0.2, 1, 0.61, 0
0.729412, 0.14902, 0.0470588, 0.729412, 0.14902, 0.0470588, 0.9, 0.9, 0.9, 4, 0.729412, 1, 1, 0, 0.729412, 0.14902, 0.0470588, 1, 0.2, 0.2, 0.2, 1, 0.67, 0
0.317647, 0.184314, 0.145098, 0.317647, 0.184314, 0.145098, 0.9, 0.9, 0.9, 16, 0.317647, 1, 1, 0, 0.317647, 0.184314, 0.145098, 1, 0.2132353, 0.2132353, 0.2132353, 1, 0.62, 0
0.588235, 0.588235, 0.588235, 1, 1, 1, 0.9, 0.9, 0.9, 4, 1, 1, 1, 0, 1, 1, 1, 1, 0.2132353, 0.2132353, 0.2132353, 1, 0.58, 0
1, 1, 1, 1, 1, 1, 0.9, 0.9, 0.9, 16, 1, 1, 1, 0, 1, 1, 1, 1, 0.7573529, 0.7573529, 0.7573529, 1, 0.22, 0.53
0.588235, 0.588235, 0.588235, 1, 1, 1, 0.9, 0.9, 0.9, 4, 1, 1, 1, 0, 1, 1, 1, 1, 0.2, 0.2, 0.2, 1, 0.07, 0
0.588235, 0.588235, 0.588235, 1, 1, 1, 0.9, 0.9, 0.9, 4, 1, 1, 1, 0, 1, 1, 1, 1, 0.2, 0.2, 0.2, 1, 0.004, 0
0.588235, 0.588235, 0.588235, 1, 1, 1, 0.9, 0.9, 0.9, 4, 1, 1, 1, 0, 1, 1, 1, 1, 0.1911765, 0.1911765, 0.1911765, 1, 0.27, 0
1, 1, 1, 1, 1, 1, 0.9, 0.9, 0.9, 4, 1, 1, 1, 0, 1, 1, 1, 1, 0.2, 0.2, 0.2, 1, 0.24, 0
0.588235, 0.588235, 0.588235, 1, 1, 1, 0.9, 0.9, 0.9, 4, 1, 1, 1, 0, 1, 1, 1, 1, 0.2058824, 0.2058824, 0.2058824, 1, 0.43, 0
0.588235, 0.588235, 0.588235, 0.588235, 0.588235, 0.588235, 0.9, 0.9, 0.9, 32, 0.588235, 1, 1, 0, 0.588235, 0.588235, 0.588235, 0.4, 0.2573529, 0.2573529, 0.2573529, 1, 0.6, 0
0.588235, 0.588235, 0.588235, 1, 1, 1, 0.9, 0.9, 0.9, 16, 1, 1, 1, 0, 1, 1, 1, 1, 0.1691176, 0.1691176, 0.1691176, 1, 0.2, 0
0.588235, 0.588235, 0.588235, 1, 1, 1, 0.9, 0.9, 0.9, 4, 1, 1, 1, 0, 1, 1, 1, 1, 0.2941176, 0.2941176, 0.2941176, 1, 0.52, 0
